state,date,cases,deaths
Georgia,2021-03-06,993101,17336
Mississippi,2021-03-14,300780,6901
Delaware,2021-04-13,98930,1587
New Hampshire,2021-04-14,88773,1255
Oklahoma,2021-04-22,445629,6716
Illinois,2020-01-30,2,0
Nebraska,2020-02-20,11,0
Arizona,2020-03-05,2,0
Virginia,2020-03-09,5,0
Wisconsin,2020-03-11,6,0
Missouri,2020-03-19,35,1
Nevada,2020-03-21,154,2
Utah,2020-03-25,336,1
Missouri,2020-03-26,444,8
California,2020-03-27,4915,104
New Hampshire,2020-04-01,415,4
Missouri,2020-04-02,1693,27
Utah,2020-04-03,1248,4
Texas,2020-04-07,8968,177
Ohio,2020-04-10,5879,231
Tennessee,2020-04-22,7681,169
South Carolina,2020-04-25,5253,166
Delaware,2020-04-27,4151,125
District of Columbia,2020-05-01,4658,231
Montana,2020-05-04,456,16
California,2020-05-07,62481,2561
Rhode Island,2020-05-07,8519,319
South Dakota,2020-05-14,3792,43
Michigan,2020-05-16,50393,4879
Hawaii,2020-05-19,631,17
Indiana,2020-05-28,33885,2068
Hawaii,2020-06-01,642,17
Hawaii,2020-06-06,661,17
New York,2020-06-06,170828,8829
Ohio,2020-06-07,38476,2377
Massachusetts,2020-06-10,103859,7444
Iowa,2020-06-18,24951,680
New Hampshire,2020-06-21,5542,339
Nebraska,2020-06-30,19194,279
Georgia,2020-07-11,105089,2944
Hawaii,2020-07-11,1181,19
Colorado,2020-07-20,40649,1759
Oklahoma,2020-07-21,26326,461
Kentucky,2020-07-22,25169,700
Kentucky,2020-07-25,27395,717
New Hampshire,2020-07-28,6500,409
Washington,2020-07-28,56573,1630
Arizona,2020-08-02,178473,3769
West Virginia,2020-08-05,7159,124
New Mexico,2020-08-06,21773,669
South Dakota,2020-08-11,9713,146
West Virginia,2020-08-14,8274,157
Alaska,2020-08-15,4912,26
Virginia,2020-08-15,105750,2381
Georgia,2020-08-18,221956,4683
Florida,2020-08-20,587796,10048
Vermont,2020-08-20,1529,58
Kansas,2020-08-23,37726,431
Utah,2020-08-24,49435,391
Hawaii,2020-08-25,6961,48
North Dakota,2020-08-26,10467,138
Florida,2020-09-11,657346,12501
Pennsylvania,2020-09-24,158221,8150
Colorado,2020-09-26,68973,2047
Massachusetts,2020-10-01,130155,9475
Washington,2020-10-05,94200,2251
Pennsylvania,2020-10-14,180956,8481
West Virginia,2020-10-26,22223,424
Georgia,2020-10-27,363275,7656
Alabama,2020-11-11,208637,3201
Florida,2020-11-16,887743,17558
Georgia,2020-11-22,430462,8952
Illinois,2020-11-23,665865,12141
California,2020-11-27,1193071,19100
Idaho,2020-12-11,119934,1169
Connecticut,2020-12-14,152848,5443
New York,2020-12-14,426146,10762
Oklahoma,2020-12-28,282403,2383
Virginia,2020-12-29,340297,4920
Massachusetts,2020-12-30,351515,12331
Georgia,2021-01-02,658291,10606
Florida,2021-01-08,1446087,22665
Rhode Island,2021-01-13,91678,1921
Mississippi,2021-01-16,250869,5481
Texas,2021-01-23,2242145,34859
Arizona,2021-02-06,780200,14039
West Virginia,2021-02-10,125951,2175
South Carolina,2021-02-20,501277,8256
Florida,2021-02-26,1894761,30623
District of Columbia,2021-02-28,40598,1017
New Jersey,2021-03-01,791470,23273
North Carolina,2021-03-06,876542,11520
West Virginia,2021-03-06,133290,2323
Ohio,2021-03-10,983487,17661
District of Columbia,2021-03-12,42282,1038
Kansas,2021-03-13,300702,3799
Minnesota,2021-03-16,498452,6749
South Carolina,2021-03-16,534869,8881
Utah,2021-03-17,378544,2032
Alaska,2021-03-18,60345,296
Oregon,2021-03-24,162461,2380
Louisiana,2021-03-27,442653,10087
Indiana,2021-03-29,688017,13028
Northern Mariana Islands,2021-03-29,159,2
Massachusetts,2021-04-01,599405,17205
Connecticut,2021-04-02,312853,7893
Nebraska,2021-04-02,211422,2284
Delaware,2021-04-07,96838,1567
South Dakota,2021-04-09,119467,1946
Alaska,2021-04-13,64507,300
South Dakota,2021-04-13,120154,1947
Texas,2021-04-15,2844658,49607
Maine,2021-04-17,56935,764
Illinois,2021-04-18,1305604,23680
Alabama,2021-04-19,522512,10790
Florida,2021-04-21,2180849,34615
Wisconsin,2021-04-22,654681,7438
Alabama,2021-04-23,525477,10840
Massachusetts,2020-02-06,1,0
Washington,2020-02-07,1,0
Wisconsin,2020-03-07,1,0
Kentucky,2020-03-11,7,0
Massachusetts,2020-03-12,108,0
Tennessee,2020-03-21,304,2
Michigan,2020-03-26,2864,63
Alaska,2020-03-31,133,2
Florida,2020-03-31,6742,85
South Dakota,2020-04-01,129,1
Iowa,2020-04-05,868,22
Iowa,2020-04-09,1270,27
Pennsylvania,2020-04-12,22955,525
Alaska,2020-04-18,312,7
Ohio,2020-04-19,11602,471
Florida,2020-04-23,29640,986
Tennessee,2020-04-23,8169,172
Arkansas,2020-04-28,2907,57
Pennsylvania,2020-05-04,52992,2880
Georgia,2020-05-11,31534,1418
Oklahoma,2020-05-21,5680,304
Delaware,2020-05-25,8910,331
Virginia,2020-05-27,40249,1281
New Jersey,2020-06-01,160055,11721
Virginia,2020-06-01,45398,1392
Texas,2020-06-02,67966,1732
Delaware,2020-06-12,10157,414
Idaho,2020-06-15,3472,89
Ohio,2020-06-16,42010,2597
New Mexico,2020-06-23,10832,476
West Virginia,2020-06-28,2831,93
New Jersey,2020-07-05,174573,15211
North Dakota,2020-07-05,3816,80
Tennessee,2020-07-21,80026,863
Nevada,2020-07-28,44991,760
Louisiana,2020-08-17,138249,4403
Rhode Island,2020-08-17,18536,1008
Nebraska,2020-08-19,30995,373
Mississippi,2020-08-27,80695,2399
Tennessee,2020-08-30,150147,1717
Kentucky,2020-09-10,58452,1073
Connecticut,2020-09-12,54219,4480
Maine,2020-09-14,4903,136
Connecticut,2020-09-15,54905,4485
Virginia,2020-09-19,139655,2990
Virginia,2020-09-29,147516,3187
Oregon,2020-10-08,36121,596
Utah,2020-10-09,83282,507
Indiana,2020-10-12,138933,3795
New Mexico,2020-10-12,33362,915
Montana,2020-10-18,22821,241
Illinois,2020-10-22,361662,9408
Illinois,2020-10-26,380510,9546
Washington,2020-10-28,109863,2452
Minnesota,2020-10-29,142073,2419
Texas,2020-10-29,939355,18372
New Hampshire,2020-10-31,11058,483
South Carolina,2020-10-31,176612,3935
Wyoming,2020-11-12,20479,127
Idaho,2020-11-13,80440,756
New Mexico,2020-11-15,64115,1215
Nebraska,2020-11-17,103772,832
Oregon,2020-11-18,59670,791
Oregon,2020-11-19,60874,809
Nevada,2020-11-21,132610,2017
Idaho,2020-11-28,99984,919
Washington,2020-11-28,166734,2826
Illinois,2020-11-29,721487,12895
Florida,2020-12-06,1055107,19176
Virginia,2020-12-07,258870,4208
Alabama,2020-12-09,280187,3985
Pennsylvania,2020-12-12,485901,12489
Texas,2020-12-13,1480047,24501
New Jersey,2020-12-15,410307,17872
Rhode Island,2020-12-16,67801,1516
District of Columbia,2020-12-18,26104,728
Nebraska,2020-12-25,161960,1594
Georgia,2021-01-07,695813,10872
Texas,2021-01-10,1967859,30599
Nebraska,2021-01-14,181091,1885
Delaware,2021-01-16,69212,1016
Mississippi,2021-01-17,252475,5521
Pennsylvania,2021-01-18,776490,19390
West Virginia,2021-01-26,116978,1928
Alaska,2021-02-05,54640,269
West Virginia,2021-02-06,124190,2119
California,2021-02-11,3460775,45976
Vermont,2021-02-14,13669,189
New Jersey,2021-02-19,760647,22784
Indiana,2021-02-21,658730,12372
Missouri,2021-02-22,479722,7571
Ohio,2021-02-22,955378,16874
Wyoming,2021-02-22,53900,662
Kentucky,2021-02-26,406795,4746
Washington,2021-03-05,346733,5104
Oklahoma,2021-03-09,429425,4701
New Hampshire,2021-03-11,76725,1186
New Jersey,2021-03-16,843350,23966
Missouri,2021-03-18,532745,8160
Virgin Islands,2021-03-29,2907,26
Kentucky,2021-04-05,432851,6267
Wisconsin,2021-04-08,642966,7371
Oklahoma,2021-04-09,440021,6669
North Carolina,2021-04-12,941190,12320
Massachusetts,2021-04-20,632470,17473
Texas,2020-03-01,11,0
New Jersey,2020-03-11,23,1
Vermont,2020-03-13,2,0
Arkansas,2020-03-19,62,0
Nebraska,2020-03-27,102,2
Tennessee,2020-04-08,4246,83
Connecticut,2020-04-12,11534,550
Wyoming,2020-04-15,392,2
Massachusetts,2020-04-19,37262,1693
Mississippi,2020-04-23,5153,201
Nebraska,2020-04-28,3613,56
West Virginia,2020-05-03,1196,50
Wisconsin,2020-05-05,8696,353
Connecticut,2020-05-07,31499,2795
South Carolina,2020-05-07,7142,316
Tennessee,2020-05-10,14830,242
Iowa,2020-05-12,12906,289
Wyoming,2020-05-16,741,7
Virginia,2020-05-22,34950,1136
North Dakota,2020-05-23,2365,52
New Jersey,2020-04-20,88137,4376
West Virginia,2020-05-25,1782,73
Washington,2020-05-29,22377,1120
Indiana,2020-06-03,36609,2207
Missouri,2020-06-05,13047,789
Missouri,2020-06-13,14637,861
North Carolina,2020-06-13,42911,1135
Maryland,2020-07-01,68502,3180
New Jersey,2020-07-06,174772,15229
Oregon,2020-07-15,13129,249
Michigan,2020-07-16,79820,6349
Ohio,2020-07-25,83184,3297
West Virginia,2020-07-27,6054,106
Nevada,2020-08-01,49207,832
Northern Mariana Islands,2020-08-10,49,2
Oklahoma,2020-08-10,43962,605
Florida,2020-08-11,542063,8552
Connecticut,2020-08-12,50470,4450
Maryland,2020-08-16,100772,3631
Colorado,2020-08-21,54658,1915
Rhode Island,2020-08-21,19133,1015
Indiana,2020-08-24,89602,3225
Washington,2020-08-29,76832,1990
Louisiana,2020-08-30,147679,4768
District of Columbia,2020-09-05,14238,611
North Carolina,2020-09-07,178212,2920
South Dakota,2020-09-08,15403,173
California,2020-09-17,776944,14807
Louisiana,2020-09-25,163732,5262
Oklahoma,2020-09-26,83460,1004
Alabama,2020-09-28,152983,2501
New York,2020-10-02,216479,8943
Virginia,2020-10-02,149687,3250
South Carolina,2020-10-03,150891,3442
Nebraska,2020-10-10,51636,525
Delaware,2020-10-11,22039,654
New Mexico,2020-10-11,32983,911
Montana,2020-10-19,23503,242
West Virginia,2020-10-22,21057,418
South Dakota,2020-10-27,40730,375
Pennsylvania,2020-10-28,205852,8789
Colorado,2020-11-05,122170,2383
Kansas,2020-11-13,117282,1170
Alabama,2020-11-14,215843,3246
Florida,2020-11-19,912141,17809
Tennessee,2020-11-22,333598,4216
Utah,2020-12-03,206063,917
Virgin Islands,2020-12-06,1613,23
Maine,2020-12-23,20482,311
Alaska,2020-12-27,45333,192
Tennessee,2020-12-31,565676,6787
Delaware,2021-01-07,62800,949
Rhode Island,2021-01-12,84526,1850
Kansas,2021-01-16,259226,2786
Arkansas,2021-01-18,269482,4343
Nevada,2021-01-23,269928,4017
New Jersey,2021-01-23,656270,20934
South Dakota,2021-01-24,107148,1705
Idaho,2021-01-28,161863,1724
Virgin Islands,2021-01-29,2398,24
California,2021-02-07,3417452,44152
Wisconsin,2021-02-11,604683,6725
Idaho,2021-02-14,167566,1805
New York,2021-02-19,887855,17433
Kentucky,2021-02-20,400011,4585
Washington,2021-02-22,338309,4924
Connecticut,2021-02-25,278189,7605
Vermont,2021-02-28,15190,204
Arkansas,2021-03-02,319653,5254
Illinois,2021-03-02,1192860,22601
Wisconsin,2021-03-04,619942,7087
Nebraska,2021-03-06,203084,2223
Arkansas,2021-03-09,322124,5357
New York,2021-03-09,947760,18089
New York,2021-03-13,961393,18196
South Dakota,2021-03-17,114966,1915
Arizona,2021-03-20,835765,16733
Arizona,2021-03-24,837849,16842
Minnesota,2021-03-29,516109,6835
New Jersey,2021-04-06,932708,24700
Alaska,2021-04-07,63499,299
New York,2021-04-08,1057274,18747
Northern Mariana Islands,2021-04-08,160,2
California,2021-04-09,3693790,60245
South Carolina,2021-04-09,560762,9248
Utah,2021-04-13,389522,2155
Arizona,2020-02-08,1,0
Florida,2020-03-05,4,0
Hawaii,2020-03-09,2,0
Virginia,2020-03-13,30,0
Maryland,2020-03-16,39,0
Florida,2020-03-17,210,6
Maryland,2020-03-24,349,4
Illinois,2020-03-26,2538,26
Rhode Island,2020-03-26,71,0
District of Columbia,2020-03-27,267,3
South Carolina,2020-03-30,925,18
Minnesota,2020-04-07,1064,34
Maine,2020-04-08,529,14
Connecticut,2020-04-11,11054,489
District of Columbia,2020-04-15,2197,72
Oregon,2020-04-15,1663,58
Nebraska,2020-04-23,2182,45
Connecticut,2020-04-27,25513,2012
Massachusetts,2020-05-01,63886,3710
Texas,2020-05-03,32299,890
Oklahoma,2020-05-07,4330,260
New Mexico,2020-05-15,5662,253
Oklahoma,2020-05-16,5237,288
Virgin Islands,2020-05-16,69,0
South Dakota,2020-05-17,3987,44
Wisconsin,2020-05-18,12912,459
Colorado,2020-05-23,23838,1327
Washington,2020-05-23,20740,1062
Arizona,2020-05-24,16339,800
Florida,2020-05-24,50774,2236
New Hampshire,2020-05-02,2403,84
Louisiana,2020-05-26,38068,2596
Texas,2020-05-31,64974,1683
Delaware,2020-06-03,9659,375
Kansas,2020-06-05,10493,233
Mississippi,2020-06-05,16769,803
North Carolina,2020-06-11,39735,1114
Massachusetts,2020-06-21,106758,7847
Rhode Island,2020-06-23,14945,797
Alabama,2020-06-26,34183,907
South Carolina,2020-06-29,34644,720
Minnesota,2020-06-30,36220,1441
Pennsylvania,2020-07-04,93922,6793
Wyoming,2020-07-04,1606,20
Nebraska,2020-07-06,20052,286
Missouri,2020-07-09,24097,1047
Vermont,2020-07-10,1272,56
Iowa,2020-07-15,36497,777
Pennsylvania,2020-07-18,104780,7068
Connecticut,2020-07-07,46806,4338
Pennsylvania,2020-07-24,110342,7162
Nebraska,2020-08-06,27750,347
Nevada,2020-08-10,57022,963
Utah,2020-08-10,44471,346
Colorado,2020-08-13,52242,1886
North Carolina,2020-08-16,145111,2372
Pennsylvania,2020-08-27,135958,7702
Georgia,2020-08-30,250215,5474
Tennessee,2020-09-04,157788,1807
West Virginia,2020-09-04,11037,243
Florida,2020-09-07,647156,11870
West Virginia,2020-09-08,11661,250
North Dakota,2020-09-10,14443,160
Connecticut,2020-09-11,54219,4480
Arizona,2020-09-13,208514,5322
Northern Mariana Islands,2020-09-13,54,2
Maine,2020-09-17,4962,138
Missouri,2020-09-18,100855,1766
Minnesota,2020-09-24,92862,1988
North Dakota,2020-10-08,25384,310
California,2020-10-17,876257,16940
Connecticut,2020-10-28,68977,4604
Washington,2020-10-29,110746,2461
Minnesota,2020-11-01,150436,2475
Alaska,2020-11-12,21607,90
Virginia,2020-11-12,198027,3758
Colorado,2020-11-17,173220,2626
Colorado,2020-11-24,207882,2868
Michigan,2020-12-02,396238,9819
North Carolina,2020-12-04,384165,5505
Nevada,2020-12-05,166187,2309
Oklahoma,2020-12-09,222925,1945
Georgia,2020-12-12,515946,9777
Arizona,2020-12-13,408646,7357
Kentucky,2020-12-13,226604,2453
Nebraska,2020-12-14,150322,1442
Hawaii,2020-12-20,20291,280
Indiana,2020-12-20,467258,7404
Utah,2020-12-16,240138,1101
Kansas,2021-01-07,240540,2553
Utah,2021-01-11,306867,1398
Minnesota,2021-01-13,439925,5774
Wyoming,2021-01-13,48289,522
Michigan,2021-01-19,586204,14707
Rhode Island,2021-01-27,102046,2081
Idaho,2021-01-30,162762,1727
South Dakota,2021-02-01,108315,1778
Virgin Islands,2021-02-04,2440,24
Indiana,2021-02-06,641133,11752
Wisconsin,2021-02-06,600016,6615
Massachusetts,2021-02-09,517671,15116
Michigan,2021-02-09,623343,15899
Hawaii,2021-02-14,26772,423
North Carolina,2021-02-18,838097,10804
Rhode Island,2021-02-18,111635,2314
South Dakota,2021-02-19,111018,1853
Michigan,2021-02-20,636167,16320
Oregon,2021-02-20,152711,2159
Alabama,2021-02-22,487520,9592
Washington,2021-02-24,339913,4988
Oklahoma,2021-03-02,424997,4534
Virginia,2021-03-04,581408,9357
Pennsylvania,2021-03-19,985595,24817
North Carolina,2021-03-25,908868,12025
Vermont,2021-04-09,20803,231
Kansas,2021-04-10,306518,3922
Louisiana,2021-04-10,448418,10216
Maryland,2021-04-10,425432,8382
Pennsylvania,2021-04-14,1093491,25580
Wisconsin,2021-04-16,650291,7412
New Jersey,2021-04-19,980204,25161
Alabama,2021-04-21,524367,10807
Texas,2020-02-14,2,0
Connecticut,2020-03-10,2,0
Nevada,2020-03-17,55,1
Indiana,2020-03-23,264,12
New Hampshire,2020-04-07,746,13
Washington,2020-04-10,9261,483
Virgin Islands,2020-04-14,51,0
Vermont,2020-04-21,815,39
New York,2020-04-22,114804,4688
New Jersey,2020-04-23,98881,5366
Pennsylvania,2020-04-28,45323,2092
Tennessee,2020-05-04,13283,216
Kansas,2020-05-05,5627,160
Wyoming,2020-05-05,604,7
North Carolina,2020-05-07,13431,521
South Carolina,2020-05-10,7653,331
Mississippi,2020-05-17,11296,521
Connecticut,2020-05-19,38212,3470
Tennessee,2020-05-20,18425,305
Hawaii,2020-06-03,643,17
Ohio,2020-06-03,36792,2299
Kentucky,2020-06-05,11051,476
Vermont,2020-06-08,1070,55
Kentucky,2020-06-13,12605,527
Ohio,2020-06-13,40848,2554
Texas,2020-06-17,99466,2099
Wisconsin,2020-06-22,25508,745
Maine,2020-07-11,3514,112
Nevada,2020-07-10,25961,581
Connecticut,2020-07-29,49290,4425
Texas,2020-07-31,443090,7273
Missouri,2020-08-02,46200,1222
Indiana,2020-08-03,70111,2980
Arizona,2020-08-04,180537,3850
Colorado,2020-08-07,50081,1862
Louisiana,2020-08-08,128533,4089
Wisconsin,2020-08-08,60491,1000
Wisconsin,2020-08-11,62357,1010
Nebraska,2020-08-16,30349,363
Delaware,2020-08-18,16329,593
Louisiana,2020-08-20,140573,4496
New Hampshire,2020-08-20,7048,428
Utah,2020-08-20,48087,384
New Mexico,2020-08-23,24394,745
Georgia,2020-08-29,249140,5447
Wyoming,2020-08-29,3784,37
Alabama,2020-09-01,127616,2200
Northern Mariana Islands,2020-09-10,54,2
Louisiana,2020-09-13,157259,5065
New York,2020-09-17,208327,8902
Oklahoma,2020-09-23,80107,970
Georgia,2020-09-26,295318,6752
California,2020-09-27,811698,15608
Nevada,2020-09-27,78820,1585
Alabama,2020-09-29,153554,2517
Wisconsin,2020-10-02,134996,1354
Texas,2020-10-15,853977,17362
Kansas,2020-10-18,72722,856
Illinois,2020-10-19,348982,9265
Washington,2020-10-30,111891,2466
Tennessee,2020-10-31,256923,3322
Connecticut,2020-11-02,73639,4626
Maine,2020-11-03,6925,148
Texas,2020-11-06,1003908,19125
Nevada,2020-11-11,113856,1877
Mississippi,2020-11-22,143180,3676
Colorado,2020-11-27,222544,2998
Kentucky,2020-12-01,187285,2097
North Dakota,2020-12-02,80135,966
Indiana,2020-12-07,390048,6284
North Dakota,2020-12-10,86707,1103
New York,2020-12-11,406169,10533
Massachusetts,2020-12-12,274109,11301
New Hampshire,2020-12-17,33659,629
Maine,2020-12-25,21539,319
Maryland,2020-12-27,267455,5661
Utah,2020-12-28,265923,1222
South Carolina,2020-12-29,300602,5198
Massachusetts,2021-01-03,369925,12603
Wyoming,2021-01-08,46647,489
Massachusetts,2021-01-11,416339,13198
Alabama,2021-01-12,407848,5573
Tennessee,2021-01-12,636764,7836
Hawaii,2021-01-16,24188,317
Colorado,2021-01-24,387960,5588
Delaware,2021-02-06,79651,1202
New York,2021-02-09,850410,16827
North Dakota,2021-02-10,98214,1429
Georgia,2021-02-25,969312,16651
Oklahoma,2021-02-27,423800,4379
Ohio,2021-03-07,978471,17501
Alaska,2021-03-10,59193,291
Northern Mariana Islands,2021-03-14,154,2
Tennessee,2021-03-14,766952,11410
Idaho,2021-03-28,179511,1957
Wisconsin,2021-04-03,638777,7342
Pennsylvania,2021-04-15,1098619,25623
Illinois,2020-02-09,2,0
Nebraska,2020-02-26,13,0
Arizona,2020-02-27,1,0
Massachusetts,2020-03-04,2,0
Tennessee,2020-03-10,7,0
District of Columbia,2020-03-11,10,0
Kansas,2020-03-16,11,1
New York,2020-03-31,32693,186
Kentucky,2020-04-04,832,37
Wisconsin,2020-04-10,3068,131
New Hampshire,2020-04-12,984,23
Washington,2020-04-21,12410,683
Wyoming,2020-04-21,442,6
Ohio,2020-04-22,14117,610
Montana,2020-04-23,442,14
New York,2020-05-03,142105,6125
Vermont,2020-05-03,893,52
Vermont,2020-05-06,904,52
Mississippi,2020-05-09,9378,421
Illinois,2020-05-30,119290,5368
Connecticut,2020-06-04,42998,4007
Connecticut,2020-06-05,43215,4038
Iowa,2020-06-11,23096,641
Washington,2020-06-11,26172,1198
Vermont,2020-06-21,1154,56
Wyoming,2020-06-21,1197,20
Idaho,2020-07-07,8582,94
Rhode Island,2020-07-07,15503,924
Utah,2020-07-11,29071,199
Indiana,2020-07-13,53327,2762
Michigan,2020-07-14,77892,6328
New Mexico,2020-07-17,16456,565
Arizona,2020-07-21,148730,2918
Florida,2020-07-21,369415,5205
New Hampshire,2020-07-27,6441,409
California,2020-07-29,486039,8884
Wisconsin,2020-07-31,53549,936
New Mexico,2020-08-07,21965,675
Northern Mariana Islands,2020-08-14,50,2
Arkansas,2020-08-19,53430,631
Northern Mariana Islands,2020-08-21,54,2
Arkansas,2020-08-24,56068,696
Virginia,2020-08-28,117592,2550
New Jersey,2020-08-29,192763,15933
Washington,2020-08-30,77120,1990
Tennessee,2020-09-02,154833,1762
Virginia,2020-09-02,122542,2641
South Dakota,2020-09-03,14337,169
Virgin Islands,2020-09-05,1167,16
South Dakota,2020-09-07,15300,173
Delaware,2020-09-10,18005,613
North Carolina,2020-09-13,185325,3080
Iowa,2020-09-23,82952,1298
Massachusetts,2020-09-23,126096,9342
Wisconsin,2020-10-08,149613,1425
West Virginia,2020-10-11,18128,382
Rhode Island,2020-10-13,23584,1113
California,2020-10-15,870380,16839
West Virginia,2020-10-19,20293,399
Virginia,2020-10-21,168772,3515
New Jersey,2020-10-30,237794,16339
North Dakota,2020-10-31,43916,524
Texas,2020-11-01,957789,18582
Rhode Island,2020-11-03,28457,1175
Texas,2020-11-03,974292,18722
Connecticut,2020-11-05,76858,4656
Connecticut,2020-11-18,96620,4784
Maryland,2020-11-25,188509,4475
North Dakota,2020-11-25,75478,887
New York,2020-12-03,353063,10041
Wyoming,2020-12-03,35078,257
Oklahoma,2020-12-07,218331,1911
Hawaii,2020-12-09,18785,264
Massachusetts,2020-12-17,296457,11552
Washington,2020-12-21,230642,3186
Nebraska,2020-12-26,162272,1595
Utah,2020-12-27,263838,1213
Kansas,2021-01-05,234700,2462
Massachusetts,2021-01-16,442706,13575
Wisconsin,2021-01-18,569335,5930
Maine,2021-01-27,38161,562
Northern Mariana Islands,2021-01-27,131,2
Pennsylvania,2021-01-31,848244,21715
Vermont,2021-02-02,12188,176
South Dakota,2021-02-03,108639,1782
Oklahoma,2021-02-04,396950,3681
Arkansas,2021-02-08,304490,5106
Kansas,2021-02-15,290510,3402
New Hampshire,2021-02-16,70196,1131
District of Columbia,2021-02-20,39553,994
Nebraska,2021-02-24,200260,2179
Illinois,2021-02-26,1186993,22471
Massachusetts,2021-03-02,550183,16174
Maryland,2021-03-08,388217,7900
District of Columbia,2021-03-09,41910,1036
Iowa,2021-03-09,339154,5575
Nevada,2021-03-16,299875,5136
Oregon,2021-03-21,161532,2374
Idaho,2021-03-22,177929,1949
Massachusetts,2021-03-25,585047,16998
Delaware,2021-04-01,94982,1559
Michigan,2021-04-04,768341,17236
Montana,2021-04-05,105273,1466
Nebraska,2021-04-05,212237,2289
Missouri,2021-04-06,543424,8337
Delaware,2021-04-08,97200,1568
Montana,2021-04-15,106936,1528
Virginia,2021-04-19,647111,10595
Illinois,2020-02-02,2,0
Wisconsin,2020-02-09,1,0
